text,label,sentiment
"No idea what feature you refer to (don't think it is something native), please elaborate? Also self-hosted WordPress or wordpress.com blog?",0,Impolite
"but how does the program know to make that connection ?  why doesn't program make the connection between cholesterol and flu, for example?",1,Neutral
Thank you for your answer. What are the sources for region 4 (Australia) release dates?,2,Polite
"Basically, I agree with you. <url>, right?",1,Neutral
Do you just want to decrease the width of the image and that those 5px aren't visible anymore? Or do you want it to make it 5pixels less wide and resize to the new image size?,1,Neutral
"But since it's a scatter plot, what would the color bar indicate? Should it correspond to the size of each point, `s`, or the color of each point, `c`?",1,Neutral
Compare the two. How is the first in anyway superior to the second?,0,Impolite
Can you please review your question? Could you find an answer on your own so far?,1,Neutral
"I'm not sure about your question, but are you sure that is correctly implementing the [Fibonacci sequence?](http://en.wikipedia.org/wiki/Fibonacci_numb).  Surely your code will generate `1,2,3,5,8,...` whereas the correct sequence is `0,1,1,2,3,5,8,...` ?",1,Neutral
Are you using a plugin? (Is this restful_authentication?),1,Neutral
Do you have any code we can look at? What have you tried so far that isn't working?,2,Polite
Where is the vandalism? Diffs?,0,Impolite
"We probably need to see your code or at least get some more information on what is not working. If you are trying to overlay onto google maps, is your wfs layer in spherical mercator projection?",2,Polite
"He's aware of ""perdoc"", but he doesn't know how to search? And he's annoyed by it having MORE than just a list of functions?",0,Impolite
"That depends upon the audience. Beginners, of professional programmers in some other language?",1,Neutral
"not sure I am following, what excactly are you looking for? what is 'location' and what is expected output for your example (5,7,2,10,11,8,3) ?",1,Neutral
Thanks for approving my request. Should I remove my request?,2,Polite
"When you say that the Sharpe ratio is the mean divided by the sample standard deviation... ""Up to a constant factor (sqrt(n), where n is the number of observations)""... what does this last part mean?  Is it really the mean divided by the standard error of the mean?",0,Impolite
It might be useful to clarify the meaning of “good” in the title of the question.  What is wrong with using BNF to describe a DCFL?,2,Polite
@conmulligan  thanks for the heads up are there any plans to let people login ? slos I noticed that when i searched a tag and and selected it i got old topics that had new answers first rather than just the newest topics is that intentional ?,2,Polite
@Henning Makholm- That does not seem obvious.  Can you explain why?,0,Impolite
"Is it ok to use words like: here are some ""good"" or ""recommended"" reliable secondary sources?  Or does that have to be determined by consensus?",2,Polite
"Are you trying to print the possible ways to express your number as a sum? You know there are an infinite number of ways to do that, right?",0,Impolite
"""compact framework and there are no line numbers"" Huh? What language is this?",1,Neutral
Isn't Scotland part of Britain? What would you call their variant of English?,1,Neutral
Depends; do you care deeply about image policy? Or are you an incurable masochist?,0,Impolite
"can you really fix velocity and number of vehicles and vary the area? It does not look like it is possible to do controlled experiment in your case, can you please clarify?",0,Impolite
Phones generally don't even ring for more than 30 seconds. Why do you want to do this?,0,Impolite
err..... huh???,0,Impolite
"Ok with you if I play white? I suck so I should go first....and, if you don't agree I will crush you like a mag.... whoa power rush..... Anyway ok with you?",0,Impolite
Good question. Does the term artist imply some level of talent or simply someone who creates artistic works?,1,Neutral
You do not appear to have alerted the other previous Delete advocates yet.  May we take this as a tacit admission that actually you ''were'' intending to skew the deletion review?,0,Impolite
"Please, show your code. How do you toggle this form?",2,Polite
"So? what is the question? ""The code's not working"", is that the question?",0,Impolite
"Hi, what are the technical steps to withdraw a nomination to delete a category? Or more specifically, what template did you use to withdraw your nomination?",2,Polite
"So how on earth do I overwrite the existing files without deleting all of the custom content? (CSS, markup, etc?)",2,Polite
Who is this Brit you keep talking about? A past vandal or something?,0,Impolite
"What part of that is supposed to be case insensitive? The comparison with ""Alaska""?",0,Impolite
"Soo... I should merge and rewrite, right?",1,Neutral
"... is discouraged, but should redirects be created for situations like <url>? Inclusively, I believe you once told me that something like <url> should be changed per the guideline?",1,Neutral
What makes you think that this is the reason for the memory usage diff? Are your results repeatable?,0,Impolite
Hi Gokul. Just wondered if you got my previous message and had any thoughts about ledes for these articles?,2,Polite
"You didn't answer the question though - why single speed rather than fixed? What prompted the choice (after 8 years, didn't you ever consider the option?)",0,Impolite
Does the exception have any message included? Perhaps some details or an innerException?,1,Neutral
"Also, I think it might not happen with all applications. Can you please use Banshee as the app we're testing with?",2,Polite
Do the writers of the GRE write illogical yet grammatical sentences like this to intentionally trip people up? Or do they really think this way?,2,Polite
"right but in this case, the certain artist goes by a different name now, so people would most likely type in ''""diddy""'' instead of the other old one. like if somebody changes their name or alias, and people wont know where theyre listed in?",1,Neutral
"Thanks. Oh, and if you don't mind, would you please block the sockmaster?",2,Polite
"<url> seems does not exist. Maybe we can create <url>, which would be subcat of <url>, and include most but not all of its current content?",1,Neutral
"Also: Do you realize that variables created in class scope (in your code, every assignment above `#-----...`) are *class variables*, i.e. shared among instances, and not instance variables (`self....`)?",2,Polite
You and <url> are getting quite close to an edit war. Perhaps you should talk it out?,1,Neutral
"Sorry about that. I guess instructions are there for a reason, right?",1,Neutral
@Billy: Assume you would start as my colleague today and would have to touch this code. How would you know that you cannot use virtual methods in this particular class?,1,Neutral
"From looking at the talk page archive, I see you you were a voice of moderation at <url> some time ago.  Care to weigh in there again?",1,Neutral
"just curious, why do you change filters so often?",0,Impolite
"Somebody labeled the ""stenography"" images you did for <url> as unverified.  Would you midn adding a tag to those, too?",2,Polite
I'm somewhat confused by the question. Aren't you transmitting the SSN in plaintext anyway?,1,Neutral
"Yes, but the project targets .NET Framework 3.5 Client Profile. Shouldn't the compiler throw an error if the client profile doesn't contain that method?",1,Neutral
"""Using an SSD as an SD Card"" does not make sense to me.  Can you please explain?",0,Impolite
`UITextField` and `UILabel` are not the same thing. Which do you have?,1,Neutral
Im sorry to see that you withdrew. Maybe next time?,2,Polite
Those sound more like rhetorical questions than actual questions. What are you looking for?,0,Impolite
What do you want to order it _by_? Why not just add the sorting criteria as an indexed field?,0,Impolite
"@bvr @chambwez I think my code is working fine now :) My last question would be, is session handling possible in XMLRPC? How do I maintain a stateful transmission between the client and the server?",2,Polite
I have it ready now. Would there be any policy violations if I upload the image over the protected one?,1,Neutral
"Preferably, we don't do peoples homework here at SO. But BTW - What's the </FORM>-tag doing in front of the javascript function?",0,Impolite
Why would the detection limits go up? Are they not a feature of the test instrument rather than that of the sample being tested?,2,Polite
Iu2019ve noticed youu2019ve been removing links in see also sections that have links elsewhere in the article. Iu2019m curious why; doesnu2019t help navigation to have a consolidated list of related articles?,1,Neutral
"@nikic, its a WordPress site on HostGator. How can I tell?",1,Neutral
Not enough details. What programming problem do you have?,0,Impolite
"I'm curious what your reasoning is in saying <url>'s edits are in ""good faith"" and not blocking him when the two edits right before that were both vandalism of user pages. It seemed quite a slam dunk to me, did you happen to see something I missed?",2,Polite
"Why are records of the Julianna posers changes being deleted? Even if this really was her, do celebrities get special privlidges on wikipedia?",0,Impolite
"This is what you stated from the page <url>.  Can you link to me the policy stating that minimum amount of content in an article, where it's not 'lacking in content,' is needed to be considered undue?",1,Neutral
I'm not sure I understand exactly what you want. Could you clarify?,2,Polite
"Wanted to Email you about Wikimedia Converence Netherlands, but your email is not working. In any case, you could crash at our place?",2,Polite
Hello. I was wondering if any of the books you have can shed much more light on <url>?,2,Polite
That's OK &mdash; my pleasure.  Have you tried the IMDb?,2,Polite
You deleted Ricardo Marinello. What was written in the article?,0,Impolite
Why not just leave it in the fridge? Do you really need easy quick access to the butter?,0,Impolite
"So what's the question? Is it ""will you do this homework for me""?",0,Impolite
"Hmm, well I'll see before judging.  Does it also allow them to be listed from newest-to-oldest and separated into Russian and English references?",1,Neutral
Why would your application need such a structure? What are you doing?,0,Impolite
Did you already ask this question? But i think the file path for tabify could be playing up??,0,Impolite
"I'm slightly surpirised that this post just got to 1k views and still there's no voting on the answers. Is that just laziness, are viewers lacking voting rights or is there something wrong with the answer(s)?",0,Impolite
why do you want to view the code? Maybe if you give a better description of what you want to do? :),2,Polite
"It was closed as ""no consensus, default to keep"".  What difference does it make?",0,Impolite
You should really use edit summaries to justify your edits. Explain?,0,Impolite
"They did and have done, on my talk page and on their talk page and most the time im not really doing anything and i always seem to get the finger pointed at me. So what do you expect me to do if someone is uncivil towards me?",0,Impolite
So use a merge sort. And the question is?,0,Impolite
"Not what's commonly observed -- on the contrary an often heard complaint is that `print` statements from various threads get all mixed up.  What platform, OS and version, Python version, etc?",2,Polite
"Serouj, you didn't reply to my message and my email. One question: if the church was built after 1700 but later ruin, for instance ruined by Beria order in 30s, can it be considered Contemporary?",0,Impolite
"Could you tell which packages you have already tried? Would something like a long table, where you type each paragraph into a cell, be useful to you?",0,Impolite
my edit was described as ''(Reverted 1 edit by 64.53.137.232 (talk): Rv. (TW))'' and I didn't give the guy a warning or anything so how would anyone think I was calling him a vandal?,0,Impolite
"What is your opinion on just having that page deleted?  The spelling differences between that and <url> are more than minimal, as there are 4 differences between the two?",1,Neutral
"Advice please (or do I approach my adopter about this?). I am tempted to put in the RN article that Lynn once appeared in a Leonard ad with the caption: 'Who else would listen to me bitch?"" (I could try and find the issue where the ad appeared), but although relevant to the article, I suspect this could be seen as puffery, considering I started the article?",1,Neutral
I have also used WP:RM for Norway attacks. Which one would be faster?,1,Neutral
"I seem to have adopted this article, since country music and dance are interests of mine. Can you recommend an easy to use bot that would help me in keeping those unwanted links out of the article?",2,Polite
Did you add `C:\Ruby19\bin;` to path? What say `path` and `ruby -v` commands?,1,Neutral
"Thanks, Anu. Sorry to be a php nitwit, but I tried this and got nothing: '<?php wp_get_post_terms('20', 'toolkit', 'description') ?>'  should I have left it as '<?php wp_get_post_terms($post->ID, 'toolkit', 'description') ?>' ?",0,Impolite
"give me your personal opinion, is an article with citations and written in a mature manner, about shart, ever going to remain without being deleted? or will i just waste my time if i make it?",0,Impolite
"I though these were generated when you Build the application, since it's ready to run at that point and those files are required for Debugging. Do you get them if you ""Start Debugging"" in Visual Studio?",1,Neutral
"Alternatively, maybe the second column could be '''Country of origin''' and Rosen could simply be denoted USA/Poland, while Pillsbury would be USA/USA, without his US State being mentioned - it would be less confusing I think. Any thoughts?",2,Polite
Thanks for the cleanup.  Why did you delink the songs and Weird Al's album?,2,Polite
I'm confused: what did you do?  And how did you delete it twice without restoring it in between?,0,Impolite
"Hi, I was just curious as to why you seem to have vandalized <url> to say Gartnerpedia instead of Wikipedia.  Any reason for this?",1,Neutral
Must it be dependent? Is GuiceFilter dependent on the container?,1,Neutral
Where does it crash? Do you have a backtrace?,1,Neutral
"Hmmm, you are basically asking me to think positively despite evidence and knowing that over this issue none good faith on part of some users was showed in past, but ok, letxb4s see how it goes. The question then is: do you consider including the discussions with outside mediation participants that happend on those talk-pages (direktor, for exemple, has been very active and enthusiastic there lately) or only the in-mediation discussions are the ones that count?",0,Impolite
"Do you need to read all of the files in the directory? Or, more specifically, are there files in that directory that you do not want to read?",2,Polite
I''ll send you some User-Agent headers and server logs. What would you like them to say?,1,Neutral
This looks unnecessarily complicated. What are `prodsofar` and `listsofar` supposed to represent?,0,Impolite
What is the policy when someone writes something like <url> ? Does their IP get banned and their comment purged from the talk page?,1,Neutral
"Sorry, which Documents? Is this some iPhone directory?",2,Polite
"Thanks for the advice but that's why I remove the ""Thank you for your contributions"" on the welcoming template. Is that still okay to do?",2,Polite
"Hi Kumioko, with regards to <url>, I'm not really seeing how <url>, a British WWII admiral is part of the US wikiproject? Were you using a category as your basis?",1,Neutral
Do you have any example? Could it be a path issue?,1,Neutral
"A little while back, at the beginning of November, I had said that if you ever were considering adminship, that I would love to support and/or nominate you.  Do you have any interest in pursuing it?",2,Polite
What is it that you are trying to achieve with this regex though? What would you like to do with it?,1,Neutral
"As it is currently worded, this question is pretty broad. Could you provide more specific information about what kind of portrait shots you are hoping to take?",0,Impolite
"I realise it may seem ridiculous, but until the copyright holder has released it, we cannot use it (except under a claim of fair use, but this wouldn't fall under our rather strict <url>). I will delete the image now- why not draw your own map?",0,Impolite
I have updated question. Can you please look at it?,0,Impolite
What is the declaration for `GlobalCWND` then? Does it have a `Ptr<ProtocolContext>` member?,1,Neutral
"Hi, StuRat. Do you want to participate in <url>?",2,Polite
"After he flipped out on my talk page, I blocked the IP. Is there a sock report or a list somewhere where we're tracking the socks as they crop up?",1,Neutral
It should be deleted. Do you want to nominate it or should I?,1,Neutral
"Fair enough, thanks for assuming good faith, I was merely making the page consistant with the past 2 champions league season articles (<url>, <url>) which use path and non-champions instead of route and league. Should they be changed too or was that what they used to be called?",2,Polite
"Sorry, I dont quite remember what we were talking about.  Can you tell me what you were/are confused about?",2,Polite
"Thanks for the alert.  By the way, how's Granny doing?",2,Polite
I don't remember where but I could've sworn I'd seen it on Yahoo that <url> and <url> did performances that were about the 2009 VMA incident? I found the performance for the 2010 VMA of <url> but didn't Kanye do one that had to do with Taylor?,1,Neutral
"""Deceleration"" is negative acceleration. Have you taken calculus?",2,Polite
They are completely different. Have you even glanced at the documentation?,0,Impolite
"Dougweller, I still don~t understand. Are you saying Antonio Rumeu de Armas is a primary source BUT Samuel Elliot Morison is not a primary source?",1,Neutral
"Great idea on the mixed meat. I'll give a 50/50 a try. BTW, isn't much sausage cured ground beef?",2,Polite
Do you mean malware once installed setting up a backdoor which requires portknocking to open? I can't think that this questionmakes any sense otherwise?,0,Impolite
How did I vandalize!!??,0,Impolite
Why are you holding this as a string? Can't you convert them to a dictionary?,0,Impolite
@dmckee: Thank you for replying. Can you please let me know the approach that should be adopted when building a software?,2,Polite
"You're a math teacher, right?  May I ask what grade level?",1,Neutral
"just from brief look.. when i uncheck line-height: 18px attribute from css on that page(IE7 mode), footer stretches to bottom. Is it possible that you have some empty line or something there which in combination with line-height set causes this?",1,Neutral
@loving: Hooray! (Might we see a Chrome extension? :),1,Neutral
"I'm a bit puzzled what's going on with this template, and the two articles that include it.  This should really just be one merged article, with redirects as appropriate, no?",1,Neutral
"@Unreason, yes its not an natural thing to grasp, simply put: Possible Haiku combination = Infinite; Number of Monkeys OR Time required to produce said Infinite Hakim = NOT possible, as in order to generate those Infinite Haiku's you would need a greater than Infinite amount of time Or GREATER THAN infinite amount of monkeys. Now do you see the contradiction?",0,Impolite
Thanks. Is <url> BOTijo whilst logged out?,1,Neutral
"yes, but we are hardly debating that edit that hasnt stood in the last few days anywway and certainly isnt an issue right now. What of that edit do you currently object to with such vehemence?",0,Impolite
"Unfortunately, on the topic you have chosen, the excellence of what you are doing is far from the only issue. Are you producing an excellent article of a kind that should not actually be in Wikipedia but in some other more specialized project?",1,Neutral
This is interesting. Have you tried calling them and asking wherefor art thou WSDL?,1,Neutral
"Tomblin's official website says he's the 35th Governor. Also, why would Farnsworth be governor & Tomblin not?",1,Neutral
"@Archana: Do you mean http://code.google.com/p/zxing/? What exactly did you download, and what code are you using?",1,Neutral
"You should change the title to a question. Maybe something like ""What is the most popular Dictionary Application for Ubuntu?""",0,Impolite
"You are correct Yi Jiang, we are only using HTML for his web developer.  What do you mean when you refer to ""If so, then why add all the weight of a rendering engine when you can do the same natively?""",2,Polite
An empty inbox?  What's that?,0,Impolite
"So, your IDE is Eclipse. Have you checked that the JAR file is present at the _Project > Properties > Java Build Path > Libraries_ page?",1,Neutral
I dislike feuds. What to do?,1,Neutral
I saw you changing a block's duration to 99 years. Isn't that as good as indefinite?,1,Neutral
@user1567: You add the function to the `wp_ajax_myaction` and `wp_ajax_admin_myaction` hooks. Should that not be `wp_ajax_myaction` (for logged in users) and `wp_ajax_nopriv_myaction` (for anonymous users)?,1,Neutral
"Ozan asks a good question below.  Out of curiosity, is this just a logic puzzle, or is there a reason someone would need to avoid basic language constructs?",2,Polite
Where's your public key token for the assembly?  Are you adding these manually to your config file or through the IDE?,2,Polite
Was it prepared on board or was it a commercial product? Was it more like a tea or was it carbonated?,0,Impolite
Any chance of following this up?,0,Impolite
"Your problem is coming up with a practically useful definition of ""centre"".  What's your application?",1,Neutral
"I don't like the idea of switching the order halfway through, especially as you would you have to decide an arbitrary cut-off point. Perhaps you should raise this on <url>, and see what people think?",1,Neutral
The best case would be if the list were already sorted but I don't think that's what you're asking. Could you be more specific?,2,Polite
"I am looking for help improving the dermatology content on wikipedia. Would you be willing to help, or do you have any friends interested in derm that would be interested in helping?",2,Polite
What are you asking specifically? for algorithms to do some kind of transitions?,2,Polite
I see you haven't even tried posing your issue as an actual question on this site.  Care to give it a try?,2,Polite
What? Please speak brighted.Ps.Do you know gag?,0,Impolite
Tips? Something about not feeding?,1,Neutral
"What are the project settings for the version you are debugging?  For example, is the Debugging element defined so that there is a corresponding pdb file?",2,Polite
Anyone know if this just for the galaxy s?  I don't think I've ever seen this in stock Android or cyanogenmod?,0,Impolite
"""For code security, I should want a language that compiles and is run in a virtual machine."": How a virtual machine is going to help with security?",1,Neutral
"Well, I suppose it is only reasonable for you to conclude that everyone behaves as you and your allies do. If ""good typography"" is whatever Dicklyon likes, why shouldn't the truth be whatever subserves Dicklyon's cause?",0,Impolite
I asked you a question. Be educated and please respond: What does <url> has  to do with <url>?,0,Impolite
"@kelton52, then the problem is at compile time rather than run time. There should still be behaviour, error messages from the compiler perhaps?",2,Polite
"One more thing if you want, let's talk on the Seinfeld talk page. I think I am taking up your talk page so let's talk there instead, ok?",2,Polite
"I guess I must have misunderstood, sorry for that. Exactly what do you mean by having my promise to not use the tools for a year enforced by a bureaucrat?",1,Neutral
Thanks Anon. Better now?,2,Polite
"But, before you accuse me of shying away from your second to last question, my PhD is in inorganic chemistry, homogeneous catalysis to be specific, but my latest scientific paper was submitted (still with the reviewers) to ''<url>'': it touches on the metrological consequences of the microscopic quantization of ''Q'', as it happens, although that is not its main thrust. So, do you want to thrash this out among scientists, or would you prefer to waste your time with ArbCom?",0,Impolite
Could you please elaborate on this answer? Maybe add a step by step guide?,2,Polite
"Why was <url> deleted when it was simply a crop of <url> which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?",0,Impolite
"Yeah I'd be happy to look at the list, however can't promise much! Shall we discuss it on the article's talk page so that any comments are in the relevent place?",2,Polite
"The image is only used on ONE page - the site of the film.  What is the problem here, and how does it violate wikipedia policy?",0,Impolite
There's a basis for your hypothesis: see http://photo.stackexchange.com/questions/4115/problem-with-fluorescent-lighting-and-shutter-speed for examples and a discussion.  Do you also see color shifts towards yellow or green?,1,Neutral
"Your block of the <url> article came immediately after three edits that blanked sourced content without any explanation. These edits were unrelated to the edit war that got the article blocked, so could you please to restore the content?",1,Neutral
I saw many missing names in the huge table of geonames. (Names of places which have articles in Wikipedia) Since no editions are permitted how will the missing names be completed ?,1,Neutral
OTRS. At this point why not try?,0,Impolite
"I wonder where your family member got such an outlandish idea. Not a native English speaker, I guess?",1,Neutral
You may want to post the code right here. Maybe use pastebin or something if it's too much to embed directly in your post?,2,Polite
What exactly does connected mean?  If two dots are both on and are adjacent is that one connection?,1,Neutral
I'm sorry but looking back on that edit I won't stand for that. Don't you think that actually removing the edit summary was a bit... well... let's say 'abusing sysop powers'?,0,Impolite
"Well, if you have a O(V+E) algorithm, I'm really interested! 
Could you post it here?",1,Neutral
"I was wondering, why did you do that, create that new cat and then add it to the polanski without any discussion at all? Have you read the polanski talkpage and seen the lengthy discussion regarding the cats there?",0,Impolite
You do realize this is an example? And that Ruby find this problem at RUNTIME?,0,Impolite
"@kaiser: Sorry, not meaning to be harsh. I just don't understand for what real world reason you would advocate just sticking to those terms?",0,Impolite
I will take out Haskett in deference to you. OK?,0,Impolite
"It seems to work fine for me.  Can you check if there is any place that is doing a HtmlEncode() replacement on hlNonTerminal.Attributes[""onclick""]?",2,Polite
"What does the `xml` variable hold, and `find(""item3')."")` - are you sure this works on Firefox, and you didn't meant `find(""item3"")`?",1,Neutral
But what are the actual values? Can you print them?,1,Neutral
Don't you think you should remove the welcoming plate of cookies you left at User:Dococe page???,0,Impolite
do you mean assembly code?  and you want a self modifying application?,2,Polite
What do you mean by missing file songs? Do you have items in your iTunes library that are non-existant of your hard drive?,0,Impolite
you need to clarify the question.  Are you talking about generating a DC voltage from the PWM?,2,Polite
"In fact, I think I remember saying something to that effect during the ArbCom election campaign.  Are you saying something different?",1,Neutral
"Still not clear what you mean by saying static or dynamic. In that  array you can push values, remove values, change values... so what exactly are you trying to achieve?",1,Neutral
Looks like you're off to a good start.  What problem are you having?,2,Polite
Why do you think there should be a klass method on the class you are using?  What are you trying to achieve?,0,Impolite
You seem to have an algorithm that works. What's the problem?,0,Impolite
"Should the ""accessdate"" for the articles you found (thanks for that!) be 200''7''?",2,Polite
"Hiya FFM, I want to update the <url> page to make it a proper article and perhaps get it to FA status; I know it's unusual to be part of one's own organization editing, but it is possible -- if we work on a draft in userspace and have friends/colleagues helping update the article proper.  Are you interested in working on this in the coming week or so?",1,Neutral
Charles River Media was acquired by Cenage at some point.  I wonder if it ceased publication when that happened?,0,Impolite
"I tried to use logcat, but there's so much data provided I don't know how to sort through it. would you like all of the data?",2,Polite
Does it work for multiple OT games?  Or should all OT's be combined into one box?,1,Neutral
"That's a <url>-length rant. Still, be nice and AGF, okay?",0,Impolite
What permissions are you using (i.e. 755)?,1,Neutral
"First off, great work at the <url> article. I'm just wondering why you changed the sentence back to ""During this period, defense expenditures underwent exponential growth allowing an unprecedent level of weapon acquisitions and the rapid expansion of the <url>."" from ""During this period, defense expenditures underwent exponential growth allowing an unprecedent level of weapon acquisition and expansion of the <url>."" The version I changed it to is more grammarically correct, don't you think?",1,Neutral
"Could you rephrase ""This much days It work smoothly""? Do you mean the same stick worked some days ago?",1,Neutral
"What do you mean by ""All rows are sorted, and all columns are sorted""?
for example, [1,4;2,3],how is that sorted according to your precondition?",1,Neutral
"|style=""vertical-align: middle; padding: 3px;"" | Hi, I wish to understand why you deleted my file. I'm kinda new here, can you help me?",1,Neutral
"Can you post a representative data set?  Are you okay with getting no matches back if there is a distance of more than 2 (or 5, or ..) between the closest pairs?",2,Polite
3.5.0.52 ExtendScript 4.1.23 ScriptUI 5.1.37. No errors... weird huh?,1,Neutral
I don't quite understand what the question is. Are you asking for average-case results for NP-hard problems or are you asking whether we can solve NP-hard problems in the worst-case in expected polynomial time?,1,Neutral
"In that code, `zgrep` is a bareword. What *exact* code are you using to execute zgrep?",1,Neutral
"""the client encrypts the password with this algorithm"" - how do you do the check on the server later? are you storing plain passwords?",1,Neutral
"I remember having a similar problem. However, the link to the full code seems broken, could you update it?",2,Polite
"Ashvini, if you cannot tell the difference between answering a question and posting a discussion, you shouldn't be working on software to begin with. Really, what the hell?",1,Neutral
"Can you tell why breakpoints are crosslined? they should be blue round button, not crosslined, can you see that?",1,Neutral
"@Lèse key words here being *supplement their own content*. If ALL the content is copied, what of value or interest is being created, exactly?",2,Polite
Your file logic looks fine. What's happening in the `<snip>` between opening and closing?,2,Polite
The question is quite unclear. Can you provide a test-case?,0,Impolite
Has the same problem. Have you solved it?,1,Neutral
Why do you contend that New Atheism and Atheism 3.0 are unrelated? They are so intermingled that people have difficulty discerning which is which?,0,Impolite
@ammar: Isn't the entire purpose of internationalization with a resource bundle that your application display a number of languages correctly?  Why would you then want to dictate to the user what language they should use?,0,Impolite
"I forgot to add, above, that Jed's site also hosts some anti-CF papers.  So, if ALL the papers there are garbage, those would be, too, right?",1,Neutral
"If you're running the program in a debugger, it should stop automatically when you get an EXC_BAD_ACCESS. What exactly are you looking for?",1,Neutral
If both have access to the same save files then you will be fine as long as you're not running two copies of Dwarf Fortress at the same time. But what do you mean by running from the same source?,1,Neutral
"thank you. but, what should i do now?",1,Neutral
"My context is: I want to capture an image which has width = 300px, height = 300px in android. how can I do this?",2,Polite
I'm curious how you justify your removal of a link to the Washington Blade newspaper website in the <url> article<url>. The Blade is a valid media outlet - a newspaper dating back to 1969. Is there some bias at work?,0,Impolite
"Hi, thanks a lot for all your responses. I need the window the the maximum average value of x?",2,Polite
Question: how do we move the content from the existing page to the new page?  How do we reference the space to the new page?,1,Neutral
You are removing the film poster s images from the Kansas City Film Critics Circle Awards articles and the Academy awards.  Why?,0,Impolite
Seems to be down again. I assume this is nothing I can resurrect on my own when you have intermittent Internet access like this?,0,Impolite
"You are just saying that <math>frac{f(x+h)-f(x)}{h}</math> is continuous at <math>h=0</math>, but that is not the same as saying <math>f'(x)</math> is continuous. Do you have any references?",1,Neutral
What sort of non-Oracle database ? Is it running on the same machine or over a network ?,2,Polite
I don't see any mention of Wikipedia in that article.  Don't you have other things you could be worrying about?,0,Impolite
`rssFeed` ? Shouldn't it be `rss`?,1,Neutral
"Yeah, I got one too.  Are you still acting as an advocate?",1,Neutral
"p.s.  why would having more molasses make it hygroscopic, I thought that meant water-seeking.  Wouldn't the drier ingredient absorb more water?",0,Impolite
"Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference. It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?",2,Polite
We thought about that as well..where do you see the advantage? Browser independence??,1,Neutral
4*7! - for n = 8.  What if n > 100?,1,Neutral
Nice.  What SVG editor did you use?,2,Polite
"I don't understand.  If you choose S' = {r} where r is the root, then \sigma(r) = V.  Do you mean sigma(s) to be all the elements less than or equal to r and greater than or equal to s (where less and greater are the lattice partial order)?",1,Neutral
"These are the SC1 hotkeys, but it is tagged and titled with SC2. Which one is the mistake?",2,Polite
"First time I hear about this, can you please supply more information - I'm curies how this thing works. You mean my CPU has a GPU inside of it?",1,Neutral
"Yes, I do. Am I referencing a keyword by mistake?",2,Polite
What would the XML contain? Do you want to extract all frames or just single ones?,1,Neutral
It would help if you described what your ultimate goal is. Do you really expect a given multigigabyte media file to have any resemblance to another multigigabyte media file?,0,Impolite
This depends on the version of Drupal. Which version are you using?,0,Impolite
"I just checked several of the most important Russian writers and painters and was shocked to see that some very important ones (and also well-known in the Western world) are as yet not in scope of the Biographies Project (think <url>, <url>, <url>, <url>, <url> and <url>). Which raises the question, how many more important persons are not in scope?",1,Neutral
"In this case, posting the code that causes the error, and just the exception _without_ the full trace would probably be more helpful. The error message says that you're passing a `nil` argument to `-[NSURL initFileURLWithPath:]`; have you looked into that?",1,Neutral
@Evan: ? Is this a car thing?,1,Neutral
Do you have any experience in Visual Basic? Have you tried reading a tutorial or a book?,0,Impolite
The logic that determines the Fields from the HTML is not obvious. Could you add some information here?,1,Neutral
Sounds good to me. Should we start preparing for it now just in case the GA reviewer notices that something significant is missing?,2,Polite
"I don't want to risk the drive using truecrypt, It has too much important data. Any other solution please?",1,Neutral
"I just tried this bc I was thinking along the same lines but for some reason when I implement with my data1.csv file it makes no difference, I think it is because of userID numbering and lettering. Is possible for me to send you the data file, so you can see what I mean?",2,Polite
Nice.  What kind of improvement?,2,Polite
sir.. what is the exact time will it be deleted.. sir.. do you have any facebook account.?,1,Neutral
"And, by the way, shouldn't there have to be actual copyright VIOLATIONS (not just a lack of a machine-readable tag) to delete a photograph? Or are we so concerned with making our project bot-friendly that it doesn't matter if we lose really great images in the process?",1,Neutral
The fellow is giving me a hard time there.  Could you please comment?,1,Neutral
"Which part is inefficient? selecting an item from the table, or strings as keys?",1,Neutral
I reverted your change to the Pet Shop Boys article - it was kind of a bizarre change (i would have considered it the work of a vandal were it not for the seemingly valid other wikipedia work you've done). ?,0,Impolite
you recently deleted <url>.  can you tell me where is the AfD debate on that article?,0,Impolite
Do you really believe that your photograph at the top of the <url> is better than my photograph which you removed? Should Wikipedia have a dedicated sunrise article that does not feature even one single decent image of a red sky?,0,Impolite
"Bingo!  Since you've seen the light, now will you stop trying to craft PR statements?",0,Impolite
Please don't downvote without stating your reason. Should this perhaps be turned into a wiki question?,0,Impolite
"I started thinking of how to copy-edit it, but then lost interest... what is this thing that Americans have about writing about their bloody roads, for goodness sake?  Can you imagine the <url> as a featured article, or having a ""List of A-roads in Gloucestershire"" as a featured list?",0,Impolite
Where are you take String text? Is it long/short?,1,Neutral
"Sorry, I dont quite remember what we were talking about.  Can you tell me what you were/are confused about?",2,Polite
"Clearly, Boost smart pointers are useful, but they're not revolutionary for design ! Are you considering Boost libraries as a whole in your question, or just smart pointers ?",1,Neutral
